review,sentiment
 We booked a deluxe room however the room was very small and it was difficult to change clothes for our night out therefore didn t seem like a deluxe room ,0
 Satellite to dudn t work properly,0
 The room was freezing on arrival Touch ages to work the system out and at least an hour to warm up the room The shower was cranky and quite old Took forever to wash my hair Overall decent hotel but the price reflects the location not the hotel I wouldn t pay that amount anywhere else for the type of hotel but it is expected I suppose in central London ,0
 Great staff great value,1
We recived a groud floor room where the windows where located above the staff s smokeing area The hotel blocked the amount of money coresponding to one night payment from my creditcard an after 1 weak I still didn t reciveit back,0
No Negative,0
 We were a party of ten adults booked for a special friends birthday The staff upgraded the Birthday girl s room and had it decorated with balloons and banners that friends had mailed down This made a very special birthday a very memorable weekend Staff at the hotel were very obliging and couldn t do enough for us all ,1
 N A,0
 I had a very good stay here with my young children we had a lovely good sized room not small staff are very friendly Would recommend this hotel to families ,1
 Staff,1
 Amazing value for money very helpful staff superb location right next to tube station Even received s birthday surprise in our room thank you very much Hotel Russell x,1
 Everything was perfect nothing could be faulted,1
 Nothing really,0
 Front desk staff was comically incapable Poor English too ,0
 Staff are very nice and helpful simply they care very convenient location close to main London attractions our stay was pleasant and if we visited London again for sure we will check in at this hotel ,1
 nothing,0
 No notice given fire alarm tested no staff on floors to say there was not a fire Rooms not cleaned until very late in the day,0
 Breakfast was excellent as was everything else about the hotel Location couldn t have been better ,1
 Excellent location great staff,1
 Bar service at a glacial pace ,0
 Nothing location was excellent staff were super helpful and their Italian restaurant a had extremely good good at reasonable prices,0
 So well situated such a lovely part of London and I love the service the rooms and the courtyard ,1
 Location was great easy walk to London eye and Big Ben as well as many other attractions in this area hotel staff were great very helpful breakfast buffet was very good food was very fresh and well presented and although very busy staff were very efficient to make sure every one was well looked after ,1
 Efficient service comfortable clean rooms ,1
No Negative,0
No Negative,0
 It was spacey clean and very near to station and same line to the heathrow airport I was very happy,1
 At the reception there was a male person who was very good and helpfull he was the person who we cold trust He really knew things and had a long experience ,1
 The car park is very tight to park and their staff are rude and unhelpful although it was nothing to do with the hotel ,0
 No plug near the a mirror to be able to use straighteners for my hair ,0
 The bed and mattress best I have slept on,1
